"PoOrderId","PoOrderLineId","PoSupplierId","PoEnteredDate","PoExpectedDate","PoProductId","PoQuantity","PoInKg","PoInCarton","PoSupplierUnit","PoUnitCost"
957153,957153,"SU004",2017-08-26,2017-09-05,"SKU08",124.8,124.8,20,"Kg",7544
957174,957174,"SU003",2017-08-24,2017-09-05,"SKU14",77.22,77.22,13,"Kg",14000
957197,957197,"SU002",2017-08-25,2017-09-02,"SKU02",1759,21699,1759,"Car",69895.6986924389
957231,957231,"SU002",2017-08-26,2017-09-02,"SKU15",25.92,25.92,6,"Kg",25250
957232,957232,"SU002",2017-08-23,2017-08-29,"SKU15",38.88,38.88,9,"Kg",25250
957241,957241,"SU001",2017-08-26,2017-09-04,"SKU19",36,36,6,"Kg",82900
957249,957249,"SU002",2017-08-24,2017-08-29,"SKU16",552.29,552.29,44,"Kg",9582
957266,957266,"SU004",2017-08-25,2017-09-01,"SKU10",289.8,289.8,46,"Kg",13699
957329,957329,"SU001",2017-08-23,2017-08-29,"SKU01",4164,12492,4164,"Car",19929
1001037,1001037,"SU003",2017-08-27,2017-09-06,"SKU13",45.6,45.6,19,"Kg",105600
1001040,1001040,"SU002",2017-08-25,2017-08-30,"SKU03",1611,4833,1611,"Car",18300
1001057,1001057,"SU004",2017-08-27,2017-09-07,"SKU09",267.12,267.12,53,"Kg",114173
1001058,1001058,"SU004",2017-08-27,2017-08-30,"SKU09",60.48,60.48,12,"Kg",114173
1001079,1001079,"SU003",2017-08-25,2017-09-05,"SKU05",18,77.76,18,"Car",64800
1001143,1001143,"SU002",2017-08-27,2017-09-07,"SKU17",56.16,56.16,13,"Kg",23000
1001144,1001144,"SU002",2017-08-28,2017-09-06,"SKU17",4.32,4.32,1,"Kg",23000
1043958,1043958,"SU002",2017-08-29,2017-08-31,"SKU02",972.03,11991,972.03,"Car",69895.9970371285
1043990,1043990,"SU002",2017-08-26,2017-09-07,"SKU15",25.92,25.92,6,"Kg",25250
1043991,1043991,"SU002",2017-08-26,2017-09-05,"SKU15",25.92,25.92,6,"Kg",25250
1044008,1044008,"SU002",2017-08-29,2017-09-01,"SKU16",389.11,389.11,31,"Kg",9582
1044020,1044020,"SU002",2017-08-29,2017-09-07,"SKU17",30.24,30.24,7,"Kg",23000
1044073,1044073,"SU003",2017-08-29,2017-09-06,"SKU13",38.4,38.4,16,"Kg",105600
1044094,1044094,"SU001",2017-08-26,2017-09-07,"SKU20",10,10,1,"Kg",26550
1044095,1044095,"SU001",2017-08-26,2017-09-04,"SKU20",40,40,4,"Kg",26550
1044107,1044107,"SU004",2017-08-29,2017-09-06,"SKU08",174.72,174.72,28,"Kg",7544
1044108,1044108,"SU004",2017-08-26,2017-09-08,"SKU08",12.48,12.48,2,"Kg",7544
1044119,1044119,"SU003",2017-08-28,2017-09-04,"SKU05",21,90.72,21,"Car",64800
1044120,1044120,"SU003",2017-08-28,2017-09-07,"SKU05",20,86.4,20,"Car",64800
1044121,1044121,"SU003",2017-08-26,2017-09-07,"SKU14",71.28,71.28,12,"Kg",14000
1087302,1087302,"SU002",2017-08-29,2017-09-07,"SKU17",30.24,30.24,7,"Kg",23000
1087303,1087303,"SU002",2017-08-29,2017-09-07,"SKU17",4.32,4.32,1,"Kg",23000
1087366,1087366,"SU002",2017-08-27,2017-09-09,"SKU03",1239,3717,1239,"Car",18300
1087377,1087377,"SU001",2017-08-30,2017-09-07,"SKU20",40,40,4,"Kg",26550
1087392,1087392,"SU003",2017-08-28,2017-09-09,"SKU07",95.2,95.2,34,"Kg",25000
1087397,1087397,"SU004",2017-08-30,2017-09-05,"SKU08",118.56,118.56,19,"Kg",7544
1087411,1087411,"SU003",2017-08-27,2017-09-08,"SKU14",47.52,47.52,8,"Kg",14000
1087455,1087455,"SU002",2017-08-27,2017-09-08,"SKU15",8.64,8.64,2,"Kg",25250
1087462,1087462,"SU001",2017-08-29,2017-09-02,"SKU19",12,12,2,"Kg",82900
1126696,1126696,"SU001",2017-08-28,2017-09-07,"SKU01",2018,6054,2018,"Car",19929
1126744,1126744,"SU001",2017-08-31,2017-09-03,"SKU20",40,40,4,"Kg",26550
1126753,1126753,"SU003",2017-08-31,2017-09-06,"SKU07",162.4,162.4,58,"Kg",25000
1126763,1126763,"SU004",2017-08-29,2017-09-03,"SKU08",193.44,193.44,31,"Kg",7544
1126764,1126764,"SU004",2017-08-30,2017-09-09,"SKU08",12.48,12.48,2,"Kg",7544
1126780,1126780,"SU003",2017-08-31,2017-09-06,"SKU14",23.76,23.76,4,"Kg",14000
1126781,1126781,"SU003",2017-08-31,2017-09-08,"SKU14",35.64,35.64,6,"Kg",14000
1126782,1126782,"SU003",2017-08-30,2017-09-08,"SKU05",23,99.36,23,"Car",64800
1126840,1126840,"SU002",2017-08-30,2017-09-09,"SKU15",25.92,25.92,6,"Kg",25250
1126841,1126841,"SU002",2017-08-30,2017-09-07,"SKU15",12.96,12.96,3,"Kg",25250
1126860,1126860,"SU002",2017-08-28,2017-09-08,"SKU16",439.32,439.32,35,"Kg",9582
1126874,1126874,"SU002",2017-08-29,2017-09-09,"SKU17",43.2,43.2,10,"Kg",23000
1126875,1126875,"SU004",2017-08-29,2017-09-06,"SKU10",390.6,390.6,62,"Kg",13699
1126876,1126876,"SU004",2017-08-29,2017-09-08,"SKU10",25.2,25.2,4,"Kg",13699
1126877,1126877,"SU004",2017-08-28,2017-09-02,"SKU10",81.9,81.9,13,"Kg",13699
1169191,1169191,"SU002",2017-08-30,2017-09-03,"SKU17",38.88,38.88,9,"Kg",23000
1169192,1169192,"SU002",2017-09-01,2017-09-03,"SKU17",4.32,4.32,1,"Kg",23000
1169262,1169262,"SU002",2017-08-29,2017-09-10,"SKU03",841,2523,841,"Car",18300
1169286,1169286,"SU003",2017-08-31,2017-09-07,"SKU07",75.6,75.6,27,"Kg",25000
1169289,1169289,"SU003",2017-08-29,2017-09-08,"SKU06",426.36,426.36,68,"Kg",12195
1169290,1169290,"SU004",2017-08-29,2017-09-10,"SKU08",118.56,118.56,19,"Kg",7544
1169303,1169303,"SU002",2017-08-31,2017-09-11,"SKU04",108,203.47,108,"Car",20657.8569444444
1169307,1169307,"SU003",2017-09-01,2017-09-09,"SKU14",23.76,23.76,4,"Kg",14000
1169326,1169326,"SU002",2017-09-01,2017-09-10,"SKU02",541,6673.8,541,"Car",69896.0273567468
1169352,1169352,"SU002",2017-08-30,2017-09-07,"SKU15",34.56,34.56,8,"Kg",25250
1169356,1169356,"SU001",2017-08-31,2017-09-11,"SKU19",6,6,1,"Kg",82900
1200298,1200298,"SU003",2017-08-31,2017-09-04,"SKU07",165.2,165.2,59,"Kg",25000
1200305,1200305,"SU003",2017-09-01,2017-09-10,"SKU06",463.98,463.98,74,"Kg",12195
1200308,1200308,"SU004",2017-09-01,2017-09-04,"SKU08",237.12,237.12,38,"Kg",7544
1200309,1200309,"SU004",2017-09-01,2017-09-12,"SKU08",12.48,12.48,2,"Kg",7544
1200330,1200330,"SU003",2017-08-31,2017-09-11,"SKU05",27,116.64,27,"Car",64800
1200331,1200331,"SU003",2017-09-02,2017-09-10,"SKU14",53.46,53.46,9,"Kg",14000
1200332,1200332,"SU003",2017-09-02,2017-09-04,"SKU14",29.7,29.7,5,"Kg",14000
1200333,1200333,"SU003",2017-09-02,2017-09-12,"SKU14",5.94,5.94,1,"Kg",14000
1200373,1200373,"SU002",2017-08-30,2017-09-10,"SKU02",934.01,11522,934.01,"Car",69896.0953308851
1200418,1200418,"SU002",2017-08-31,2017-09-11,"SKU15",38.88,38.88,9,"Kg",25250
1200437,1200437,"SU002",2017-08-31,2017-09-10,"SKU16",690.36,690.36,55,"Kg",9582
1200459,1200459,"SU002",2017-09-01,2017-09-08,"SKU17",51.84,51.84,12,"Kg",23000
1200460,1200460,"SU002",2017-08-30,2017-09-11,"SKU17",12.96,12.96,3,"Kg",23000
1200461,1200461,"SU004",2017-09-02,2017-09-11,"SKU10",81.9,81.9,13,"Kg",13699
1200462,1200462,"SU004",2017-09-02,2017-09-10,"SKU10",403.2,403.2,64,"Kg",13699
1200463,1200463,"SU004",2017-09-01,2017-09-10,"SKU10",31.5,31.5,5,"Kg",13699
1200533,1200533,"SU001",2017-08-31,2017-09-08,"SKU01",3428,10284,3428,"Car",19929
1200558,1200558,"SU003",2017-08-31,2017-09-05,"SKU13",72,72,30,"Kg",105600
1200559,1200559,"SU003",2017-08-31,2017-09-09,"SKU13",21.6,21.6,9,"Kg",105600
1200598,1200598,"SU001",2017-08-31,2017-09-11,"SKU20",30,30,3,"Kg",26550
1200599,1200599,"SU004",2017-09-01,2017-09-10,"SKU09",211.68,211.68,42,"Kg",114173
1200600,1200600,"SU004",2017-09-01,2017-09-12,"SKU09",75.6,75.6,15,"Kg",114173
1205253,1205253,"SU002",2017-09-02,2017-09-09,"SKU03",927,2781,927,"Car",18300
1205264,1205264,"SU004",2017-09-01,2017-09-06,"SKU08",131.04,131.04,21,"Kg",7544
1205278,1205278,"SU002",2017-09-03,2017-09-06,"SKU02",1050,12953,1050,"Car",69896.8552380952
1205295,1205295,"SU001",2017-09-02,2017-09-11,"SKU19",6,6,1,"Kg",82900
1205303,1205303,"SU002",2017-09-02,2017-09-11,"SKU17",25.92,25.92,6,"Kg",23000
1205304,1205304,"SU002",2017-08-31,2017-09-13,"SKU17",4.32,4.32,1,"Kg",23000
1205305,1205305,"SU002",2017-09-03,2017-09-11,"SKU17",4.32,4.32,1,"Kg",23000
1247038,1247038,"SU003",2017-09-03,2017-09-14,"SKU07",92.4,92.4,33,"Kg",25000
1293366,1293366,"SU002",2017-09-05,2017-09-12,"SKU15",38.88,38.88,9,"Kg",25250
1293367,1293367,"SU002",2017-09-03,2017-09-11,"SKU15",21.6,21.6,5,"Kg",25250
1293390,1293390,"SU002",2017-09-05,2017-09-12,"SKU16",514.63,514.63,41,"Kg",9582
1293408,1293408,"SU002",2017-09-02,2017-09-07,"SKU17",56.16,56.16,13,"Kg",23000
1293409,1293409,"SU002",2017-09-02,2017-09-11,"SKU17",4.32,4.32,1,"Kg",23000
1293410,1293410,"SU002",2017-09-04,2017-09-14,"SKU17",17.28,17.28,4,"Kg",23000
1293411,1293411,"SU004",2017-09-04,2017-09-12,"SKU10",189,189,30,"Kg",13699
1293412,1293412,"SU004",2017-09-02,2017-09-08,"SKU10",69.3,69.3,11,"Kg",13699
1293486,1293486,"SU001",2017-09-04,2017-09-08,"SKU01",2106,6318,2106,"Car",19929
1293509,1293509,"SU003",2017-09-04,2017-09-15,"SKU13",45.6,45.6,19,"Kg",105600
1293510,1293510,"SU003",2017-09-04,2017-09-13,"SKU13",24,24,10,"Kg",105600
1293513,1293513,"SU002",2017-09-02,2017-09-13,"SKU03",1149,3447,1149,"Car",18300
1293534,1293534,"SU001",2017-09-05,2017-09-14,"SKU20",30,30,3,"Kg",26550
1293542,1293542,"SU004",2017-09-05,2017-09-14,"SKU09",241.92,241.92,48,"Kg",114173
1293543,1293543,"SU004",2017-09-04,2017-09-12,"SKU09",75.6,75.6,15,"Kg",114173
1293551,1293551,"SU003",2017-09-04,2017-09-15,"SKU07",106.4,106.4,38,"Kg",25000
1293560,1293560,"SU003",2017-09-04,2017-09-13,"SKU06",451.44,451.44,72,"Kg",12195
1293563,1293563,"SU004",2017-09-04,2017-09-08,"SKU08",318.24,318.24,51,"Kg",7544
1293564,1293564,"SU004",2017-09-02,2017-09-13,"SKU08",12.48,12.48,2,"Kg",7544
1293588,1293588,"SU003",2017-09-04,2017-09-11,"SKU05",22,95.04,22,"Car",64800
1293589,1293589,"SU003",2017-09-03,2017-09-14,"SKU05",28,120.96,28,"Car",64800
1293590,1293590,"SU003",2017-09-02,2017-09-12,"SKU14",89.1,89.1,15,"Kg",14000
1293591,1293591,"SU003",2017-09-04,2017-09-11,"SKU14",29.7,29.7,5,"Kg",14000
1293592,1293592,"SU003",2017-09-03,2017-09-11,"SKU14",5.94,5.94,1,"Kg",14000
1340219,1340219,"SU002",2017-09-05,2017-09-15,"SKU02",1004,12385,1004,"Car",69893.8346613546
1340256,1340256,"SU001",2017-09-03,2017-09-14,"SKU19",6,6,1,"Kg",82900
1340276,1340276,"SU002",2017-09-03,2017-09-08,"SKU16",891.19,891.19,71,"Kg",9582
1340277,1340277,"SU002",2017-09-03,2017-09-12,"SKU16",12.552,12.552,1,"Kg",9582
1340285,1340285,"SU004",2017-09-05,2017-09-14,"SKU10",365.4,365.4,58,"Kg",13699
1340286,1340286,"SU002",2017-09-05,2017-09-08,"SKU17",34.56,34.56,8,"Kg",23000
1384253,1384253,"SU002",2017-09-05,2017-09-09,"SKU15",21.6,21.6,5,"Kg",25250
1384254,1384254,"SU002",2017-09-06,2017-09-09,"SKU15",30.24,30.24,7,"Kg",25250
1384275,1384275,"SU002",2017-09-07,2017-09-10,"SKU16",527.18,527.18,42,"Kg",9582
1384292,1384292,"SU004",2017-09-05,2017-09-16,"SKU10",346.5,346.5,55,"Kg",13699
1384359,1384359,"SU001",2017-09-05,2017-09-09,"SKU01",2790,8370,2790,"Car",19929
1384379,1384379,"SU004",2017-09-04,2017-09-16,"SKU11",58.032,58.032,31,"Kg",14389
1384385,1384385,"SU002",2017-09-06,2017-09-16,"SKU03",1010,3030,1010,"Car",18300
1384410,1384410,"SU001",2017-09-05,2017-09-17,"SKU20",30,30,3,"Kg",26550
1384411,1384411,"SU001",2017-09-05,2017-09-13,"SKU20",10,10,1,"Kg",26550
1384413,1384413,"SU004",2017-09-06,2017-09-10,"SKU09",211.68,211.68,42,"Kg",114173
1384426,1384426,"SU003",2017-09-06,2017-09-16,"SKU07",25.2,25.2,9,"Kg",25000
1384427,1384427,"SU003",2017-09-06,2017-09-10,"SKU07",145.6,145.6,52,"Kg",25000
1384428,1384428,"SU003",2017-09-07,2017-09-16,"SKU07",42,42,15,"Kg",25000
1384433,1384433,"SU004",2017-09-07,2017-09-13,"SKU08",12.48,12.48,2,"Kg",7544
1384434,1384434,"SU004",2017-09-05,2017-09-14,"SKU08",68.64,68.64,11,"Kg",7544
1384435,1384435,"SU004",2017-09-06,2017-09-14,"SKU08",262.08,262.08,42,"Kg",7544
1384456,1384456,"SU002",2017-09-04,2017-09-15,"SKU04",32,60.288,32,"Car",20658.06
1384459,1384459,"SU003",2017-09-06,2017-09-14,"SKU05",20,86.4,20,"Car",64800
1384460,1384460,"SU003",2017-09-06,2017-09-16,"SKU05",33,142.56,33,"Car",64800
1384461,1384461,"SU003",2017-09-06,2017-09-14,"SKU14",53.46,53.46,9,"Kg",14000
1384462,1384462,"SU003",2017-09-06,2017-09-17,"SKU14",35.64,35.64,6,"Kg",14000
1384463,1384463,"SU003",2017-09-04,2017-09-14,"SKU14",5.94,5.94,1,"Kg",14000
1432531,1432531,"SU003",2017-09-06,2017-09-18,"SKU13",52.8,52.8,22,"Kg",105600
1432556,1432556,"SU004",2017-09-07,2017-09-18,"SKU09",206.64,206.64,41,"Kg",114173
1432568,1432568,"SU003",2017-09-05,2017-09-10,"SKU06",413.82,413.82,66,"Kg",12195
1432569,1432569,"SU003",2017-09-05,2017-09-17,"SKU06",382.47,382.47,61,"Kg",12195
1432586,1432586,"SU002",2017-09-07,2017-09-18,"SKU04",215,405.06,215,"Car",20658.06
1432589,1432589,"SU003",2017-09-08,2017-09-16,"SKU14",29.7,29.7,5,"Kg",14000
1432636,1432636,"SU003",2017-09-05,2017-09-17,"SKU12",133.06,133.06,72.002,"Kg",10783
1432643,1432643,"SU002",2017-09-05,2017-09-14,"SKU15",21.6,21.6,5,"Kg",25250
1432650,1432650,"SU001",2017-09-05,2017-09-10,"SKU19",6,6,1,"Kg",82900
1432666,1432666,"SU002",2017-09-06,2017-09-18,"SKU16",426.77,426.77,34,"Kg",9582
1432685,1432685,"SU002",2017-09-07,2017-09-18,"SKU17",69.12,69.12,16,"Kg",23000
1432686,1432686,"SU002",2017-09-06,2017-09-14,"SKU17",4.32,4.32,1,"Kg",23000
1432687,1432687,"SU002",2017-09-05,2017-09-16,"SKU17",17.28,17.28,4,"Kg",23000
1432766,1432766,"SU004",2017-09-07,2017-09-16,"SKU11",134.78,134.78,71.998,"Kg",14389
1466489,1466489,"SU002",2017-09-06,2017-09-17,"SKU03",1383,4149,1383,"Car",18300
1466524,1466524,"SU001",2017-09-08,2017-09-11,"SKU20",20,20,2,"Kg",26550
1466525,1466525,"SU004",2017-09-07,2017-09-15,"SKU09",226.8,226.8,45,"Kg",114173
1466534,1466534,"SU003",2017-09-09,2017-09-19,"SKU07",140,140,50,"Kg",25000
1466535,1466535,"SU003",2017-09-09,2017-09-12,"SKU07",53.2,53.2,19,"Kg",25000
1466536,1466536,"SU003",2017-09-06,2017-09-17,"SKU07",25.2,25.2,9,"Kg",25000
1466543,1466543,"SU004",2017-09-07,2017-09-16,"SKU08",374.4,374.4,60,"Kg",7544
1466544,1466544,"SU004",2017-09-06,2017-09-19,"SKU08",12.48,12.48,2,"Kg",7544
1466545,1466545,"SU004",2017-09-06,2017-09-17,"SKU08",68.64,68.64,11,"Kg",7544
1466571,1466571,"SU003",2017-09-08,2017-09-18,"SKU14",65.34,65.34,11,"Kg",14000
1466572,1466572,"SU003",2017-09-08,2017-09-15,"SKU14",41.58,41.58,7,"Kg",14000
1466573,1466573,"SU003",2017-09-08,2017-09-17,"SKU14",5.94,5.94,1,"Kg",14000
1466574,1466574,"SU003",2017-09-06,2017-09-16,"SKU05",39,168.48,39,"Car",64800
1466603,1466603,"SU002",2017-09-06,2017-09-18,"SKU02",1283,15827,1283,"Car",69895.3873733437
1466643,1466643,"SU002",2017-09-09,2017-09-16,"SKU15",30.24,30.24,7,"Kg",25250
1466644,1466644,"SU002",2017-09-09,2017-09-18,"SKU15",34.56,34.56,8,"Kg",25250
1466685,1466685,"SU002",2017-09-08,2017-09-19,"SKU17",38.88,38.88,9,"Kg",23000
1466768,1466768,"SU001",2017-09-07,2017-09-15,"SKU01",4630,13890,4630,"Car",19929
1466798,1466798,"SU003",2017-09-08,2017-09-12,"SKU13",72,72,30,"Kg",105600
1471507,1471507,"SU004",2017-09-08,2017-09-16,"SKU10",422.1,422.1,67,"Kg",13699
1471567,1471567,"SU003",2017-09-09,2017-09-20,"SKU06",514.14,514.14,82,"Kg",12195
1471576,1471576,"SU002",2017-09-10,2017-09-19,"SKU04",103,194.05,103,"Car",20657.8470873786
1471578,1471578,"SU003",2017-09-07,2017-09-17,"SKU05",6,25.92,6,"Car",64800
1471579,1471579,"SU003",2017-09-09,2017-09-12,"SKU14",35.64,35.64,6,"Kg",14000
1512703,1512703,"SU001",2017-09-08,2017-09-14,"SKU01",4798,14394,4798,"Car",19929
1512725,1512725,"SU002",2017-09-09,2017-09-18,"SKU03",1363,4089,1363,"Car",18300
1512757,1512757,"SU004",2017-09-10,2017-09-19,"SKU08",212.16,212.16,34,"Kg",7544
1512758,1512758,"SU004",2017-09-10,2017-09-19,"SKU08",12.48,12.48,2,"Kg",7544
1512759,1512759,"SU004",2017-09-09,2017-09-17,"SKU08",68.64,68.64,11,"Kg",7544
1512773,1512773,"SU003",2017-09-08,2017-09-17,"SKU14",47.52,47.52,8,"Kg",14000
1512774,1512774,"SU003",2017-09-09,2017-09-21,"SKU14",5.94,5.94,1,"Kg",14000
1556938,1556938,"SU002",2017-09-12,2017-09-18,"SKU17",17.28,17.28,4,"Kg",23000
1556939,1556939,"SU002",2017-09-09,2017-09-21,"SKU17",43.2,43.2,10,"Kg",23000
1556940,1556940,"SU002",2017-09-10,2017-09-15,"SKU17",4.32,4.32,1,"Kg",23000
1557035,1557035,"SU004",2017-09-09,2017-09-14,"SKU09",246.96,246.96,49,"Kg",114173
1557042,1557042,"SU003",2017-09-12,2017-09-21,"SKU07",58.8,58.8,21,"Kg",25000
1557043,1557043,"SU003",2017-09-11,2017-09-20,"SKU07",61.6,61.6,22,"Kg",25000
1557044,1557044,"SU003",2017-09-12,2017-09-18,"SKU07",25.2,25.2,9,"Kg",25000
1557049,1557049,"SU004",2017-09-11,2017-09-20,"SKU08",131.04,131.04,21,"Kg",7544
1557062,1557062,"SU002",2017-09-11,2017-09-21,"SKU04",115,216.66,115,"Car",20658.06
1557067,1557067,"SU003",2017-09-12,2017-09-20,"SKU05",20,86.4,20,"Car",64800
1557068,1557068,"SU003",2017-09-09,2017-09-20,"SKU05",22,95.04,22,"Car",64800
1557069,1557069,"SU003",2017-09-10,2017-09-14,"SKU14",106.92,106.92,18,"Kg",14000
1557090,1557090,"SU002",2017-09-10,2017-09-20,"SKU02",1297,16000,1297,"Car",69896.6846569005
1557127,1557127,"SU002",2017-09-09,2017-09-22,"SKU15",43.2,43.2,10,"Kg",25250
1600411,1600411,"SU003",2017-09-11,2017-09-23,"SKU07",50.4,50.4,18,"Kg",25000
1600418,1600418,"SU004",2017-09-10,2017-09-20,"SKU08",124.8,124.8,20,"Kg",7544
1600431,1600431,"SU003",2017-09-11,2017-09-15,"SKU14",41.58,41.58,7,"Kg",14000
1600479,1600479,"SU002",2017-09-11,2017-09-23,"SKU15",82.08,82.08,19,"Kg",25250
1600487,1600487,"SU001",2017-09-12,2017-09-22,"SKU19",18,18,3,"Kg",82900
1600515,1600515,"SU002",2017-09-13,2017-09-15,"SKU17",30.24,30.24,7,"Kg",23000
1600516,1600516,"SU004",2017-09-10,2017-09-19,"SKU10",453.6,453.6,72,"Kg",13699
1600605,1600605,"SU004",2017-09-13,2017-09-16,"SKU11",63.648,63.648,34,"Kg",14389
1600614,1600614,"SU002",2017-09-11,2017-09-22,"SKU03",1218,3654,1218,"Car",18300
1642932,1642932,"SU002",2017-09-11,2017-09-20,"SKU16",389.11,389.11,31,"Kg",9582
1642933,1642933,"SU002",2017-09-12,2017-09-24,"SKU16",12.552,12.552,1,"Kg",9582
1642934,1642934,"SU002",2017-09-13,2017-09-23,"SKU16",389.11,389.11,31,"Kg",9582
1642947,1642947,"SU004",2017-09-13,2017-09-21,"SKU10",270.9,270.9,43,"Kg",13699
1642948,1642948,"SU004",2017-09-11,2017-09-20,"SKU10",25.2,25.2,4,"Kg",13699
1643012,1643012,"SU001",2017-09-11,2017-09-16,"SKU01",4558,13674,4558,"Car",19929
1643042,1643042,"SU003",2017-09-11,2017-09-17,"SKU13",48,48,20,"Kg",105600
1643043,1643043,"SU003",2017-09-11,2017-09-17,"SKU13",21.6,21.6,9,"Kg",105600
1643073,1643073,"SU004",2017-09-12,2017-09-21,"SKU09",206.64,206.64,41,"Kg",114173
1643082,1643082,"SU003",2017-09-11,2017-09-21,"SKU07",53.2,53.2,19,"Kg",25000
1643083,1643083,"SU003",2017-09-12,2017-09-20,"SKU07",25.2,25.2,9,"Kg",25000
1643090,1643090,"SU004",2017-09-13,2017-09-21,"SKU08",149.76,149.76,24,"Kg",7544
1643091,1643091,"SU004",2017-09-11,2017-09-21,"SKU08",12.48,12.48,2,"Kg",7544
1643104,1643104,"SU002",2017-09-11,2017-09-22,"SKU04",123,231.73,123,"Car",20657.8817073171
1643110,1643110,"SU003",2017-09-11,2017-09-17,"SKU14",41.58,41.58,7,"Kg",14000
1643111,1643111,"SU003",2017-09-13,2017-09-17,"SKU14",29.7,29.7,5,"Kg",14000
1643112,1643112,"SU003",2017-09-13,2017-09-20,"SKU05",23,99.36,23,"Car",64800
1643113,1643113,"SU003",2017-09-11,2017-09-20,"SKU05",28,120.96,28,"Car",64800
1643141,1643141,"SU002",2017-09-14,2017-09-21,"SKU02",896,11053,896,"Car",69895.421875
1643188,1643188,"SU002",2017-09-11,2017-09-20,"SKU15",60.48,60.48,14,"Kg",25250
1687390,1687390,"SU002",2017-09-12,2017-09-23,"SKU17",43.2,43.2,10,"Kg",23000
1687474,1687474,"SU002",2017-09-14,2017-09-24,"SKU03",1683,5049,1683,"Car",18300
1687496,1687496,"SU001",2017-09-14,2017-09-21,"SKU20",10,10,1,"Kg",26550
1687497,1687497,"SU001",2017-09-13,2017-09-21,"SKU20",10,10,1,"Kg",26550
1687499,1687499,"SU004",2017-09-15,2017-09-18,"SKU09",186.48,186.48,37,"Kg",114173
1687506,1687506,"SU003",2017-09-14,2017-09-21,"SKU07",42,42,15,"Kg",25000
1687512,1687512,"SU003",2017-09-14,2017-09-25,"SKU06",438.9,438.9,70,"Kg",12195
1687513,1687513,"SU003",2017-09-13,2017-09-22,"SKU06",382.47,382.47,61,"Kg",12195
1687586,1687586,"SU002",2017-09-13,2017-09-23,"SKU15",30.24,30.24,7,"Kg",25250
1687587,1687587,"SU002",2017-09-13,2017-09-17,"SKU15",34.56,34.56,8,"Kg",25250
1715675,1715675,"SU002",2017-09-14,2017-09-26,"SKU02",1228,15149,1228,"Car",69897.5846905537
1715761,1715761,"SU002",2017-09-14,2017-09-23,"SKU17",34.56,34.56,8,"Kg",23000
1715762,1715762,"SU002",2017-09-15,2017-09-23,"SKU17",4.32,4.32,1,"Kg",23000
1715835,1715835,"SU001",2017-09-14,2017-09-25,"SKU01",11,33,11,"Car",19929
1715836,1715836,"SU001",2017-09-16,2017-09-22,"SKU01",6644,19932,6644,"Car",19929
1715861,1715861,"SU003",2017-09-14,2017-09-22,"SKU13",45.6,45.6,19,"Kg",105600
1715894,1715894,"SU001",2017-09-15,2017-09-18,"SKU20",10,10,1,"Kg",26550
1715910,1715910,"SU003",2017-09-15,2017-09-26,"SKU07",67.2,67.2,24,"Kg",25000
1715917,1715917,"SU004",2017-09-13,2017-09-23,"SKU08",312,312,50,"Kg",7544
1715918,1715918,"SU004",2017-09-16,2017-09-19,"SKU08",12.48,12.48,2,"Kg",7544
1715919,1715919,"SU004",2017-09-14,2017-09-22,"SKU08",68.64,68.64,11,"Kg",7544
1715934,1715934,"SU002",2017-09-14,2017-09-24,"SKU04",153,288.25,153,"Car",20657.9166666667
1715941,1715941,"SU003",2017-09-13,2017-09-22,"SKU05",14,60.48,14,"Car",64800
1715942,1715942,"SU003",2017-09-14,2017-09-26,"SKU05",29,125.28,29,"Car",64800
1715943,1715943,"SU003",2017-09-15,2017-09-18,"SKU14",47.52,47.52,8,"Kg",14000
1715944,1715944,"SU003",2017-09-14,2017-09-24,"SKU14",17.82,17.82,3,"Kg",14000
1717053,1717053,"SU002",2017-09-17,2017-09-24,"SKU03",1493,4479,1493,"Car",18300
1717060,1717060,"SU004",2017-09-14,2017-09-20,"SKU09",191.52,191.52,38,"Kg",114173
1717061,1717061,"SU004",2017-09-15,2017-09-23,"SKU09",95.76,95.76,19,"Kg",114173
1717067,1717067,"SU003",2017-09-15,2017-09-27,"SKU07",78.4,78.4,28,"Kg",25000
1717068,1717068,"SU003",2017-09-17,2017-09-24,"SKU06",539.22,539.22,86,"Kg",12195
1717613,1717613,"SU001",2017-09-15,2017-09-24,"SKU01",11,33,11,"Car",19929
1717614,1717614,"SU001",2017-09-16,2017-09-27,"SKU01",6894,20682,6894,"Car",19929
1720216,1720216,"SU001",2017-09-17,2017-09-29,"SKU19",12,12,2,"Kg",82900
1720232,1720232,"SU002",2017-09-19,2017-09-22,"SKU03",1448,4344,1448,"Car",18300
1752401,1752401,"SU001",2017-09-17,2017-09-30,"SKU19",12,12,2,"Kg",82900
1752448,1752448,"SU001",2017-09-20,2017-09-23,"SKU01",2778,8334,2778,"Car",19929
1752462,1752462,"SU003",2017-09-18,2017-09-27,"SKU13",43.2,43.2,18,"Kg",105600
1752476,1752476,"SU001",2017-09-19,2017-09-26,"SKU20",10,10,1,"Kg",26550
1752485,1752485,"SU003",2017-09-17,2017-09-30,"SKU07",140,140,50,"Kg",25000
1752486,1752486,"SU003",2017-09-19,2017-09-29,"SKU07",56,56,20,"Kg",25000
1752487,1752487,"SU003",2017-09-17,2017-09-28,"SKU07",25.2,25.2,9,"Kg",25000
1752504,1752504,"SU003",2017-09-18,2017-09-22,"SKU05",17,73.44,17,"Car",64800
