"RoOrderLineId","PoOrderLineId","RoSupplierId","RoDepartureDate","RoArrivalDate","RoProductId","RoInKg","RoInCarton","RoSupplierQty","RoSupplierUnit"
1127209,957329,"SU001",2017-08-28,2017-08-29,"SKU01",3000,1000,1000,"Car"
1127211,957197,"SU002",2017-08-28,2017-08-29,"SKU02",9363.01364411598,759,759,"Car"
1127220,957329,"SU001",2017-08-28,2017-08-29,"SKU01",495,165,165,"Car"
1127261,957150,"SU003",2017-08-28,2017-08-29,"SKU06",275.88,44,275.88,"Kg"
1127263,957146,"SU003",2017-08-28,2017-08-29,"SKU07",103.6,37,103.6,"Kg"
1127275,957151,"SU003",2017-08-28,2017-08-29,"SKU06",181.83,29,181.83,"Kg"
1127296,957266,"SU004",2017-08-28,2017-08-29,"SKU10",144.9,23,144.9,"Kg"
1127299,957153,"SU004",2017-08-28,2017-08-29,"SKU08",124.8,20,124.8,"Kg"
1127325,957174,"SU003",2017-08-28,2017-08-29,"SKU14",77.22,13,77.22,"Kg"
1127347,957232,"SU002",2017-08-28,2017-08-29,"SKU15",38.88,9,38.88,"Kg"
1127356,957231,"SU002",2017-08-28,2017-08-29,"SKU15",25.92,6,25.92,"Kg"
1127383,957152,"SU004",2017-08-28,2017-08-29,"SKU08",12.48,2,12.48,"Kg"
1127391,957112,"SU002",2017-08-28,2017-08-29,"SKU03",5.5,1.8333,1.8333,"Car"
1221561,1001143,"SU002",2017-08-30,2017-08-31,"SKU17",56.16,13,56.16,"Kg"
1221562,1001144,"SU002",2017-08-30,2017-08-31,"SKU17",4.32,1,4.32,"Kg"
1221569,1001057,"SU004",2017-08-30,2017-08-31,"SKU09",267.12,53,267.12,"Kg"
1221570,1001058,"SU004",2017-08-30,2017-08-31,"SKU09",60.48,12,60.48,"Kg"
1221575,1001037,"SU003",2017-08-30,2017-08-31,"SKU13",45.6,19,45.6,"Kg"
1221631,1001079,"SU003",2017-08-30,2017-08-31,"SKU05",77.76,18,18,"Car"
1277151,1044094,"SU001",2017-08-31,2017-09-01,"SKU20",10,1,10,"Kg"
1277168,1044008,"SU002",2017-08-31,2017-09-01,"SKU16",389.11,31,389.11,"Kg"
1277177,1043958,"SU002",2017-08-31,2017-09-01,"SKU02",11991,972.03,972.03,"Car"
1277220,1044107,"SU004",2017-08-31,2017-09-01,"SKU08",174.72,28,174.72,"Kg"
1277227,1044119,"SU003",2017-08-31,2017-09-01,"SKU05",90.72,21,21,"Car"
1277230,1044120,"SU003",2017-08-31,2017-09-01,"SKU05",86.4,20,20,"Car"
1277243,1044073,"SU003",2017-08-31,2017-09-01,"SKU13",38.4,16,38.4,"Kg"
1277254,1044121,"SU003",2017-08-31,2017-09-01,"SKU14",71.28,12,71.28,"Kg"
1277275,1044020,"SU002",2017-08-31,2017-09-01,"SKU17",30.24,7,30.24,"Kg"
1277279,1043990,"SU002",2017-08-31,2017-09-01,"SKU15",25.92,6,25.92,"Kg"
1277282,1043991,"SU002",2017-08-31,2017-09-01,"SKU15",25.92,6,25.92,"Kg"
1277299,1044108,"SU004",2017-08-31,2017-09-01,"SKU08",12.48,2,12.48,"Kg"
1277324,1044095,"SU001",2017-08-31,2017-09-01,"SKU20",2.5,0.25,2.5,"Kg"
1277325,1044095,"SU001",2017-08-31,2017-09-01,"SKU20",2.1,0.21,2.1,"Kg"
1277326,1044095,"SU001",2017-08-31,2017-09-01,"SKU20",2,0.2,2,"Kg"
1277327,1044095,"SU001",2017-08-31,2017-09-01,"SKU20",2,0.2,2,"Kg"
1329355,1087462,"SU001",2017-09-01,2017-09-02,"SKU19",12,2,12,"Kg"
1329391,1087366,"SU002",2017-09-01,2017-09-02,"SKU03",2530.2,843.4,843.4,"Car"
1329418,1087392,"SU003",2017-09-01,2017-09-02,"SKU07",56,20,56,"Kg"
1329431,1087397,"SU004",2017-09-01,2017-09-02,"SKU08",118.56,19,118.56,"Kg"
1329446,1087392,"SU003",2017-09-01,2017-09-02,"SKU07",39.2,14,39.2,"Kg"
1329460,1087411,"SU003",2017-09-01,2017-09-02,"SKU14",47.52,8,47.52,"Kg"
1329462,1087302,"SU002",2017-09-01,2017-09-02,"SKU17",30.24,7,30.24,"Kg"
1329467,1087366,"SU002",2017-09-01,2017-09-02,"SKU03",20.5,6.8333,6.8333,"Car"
1329488,1087377,"SU001",2017-09-01,2017-09-02,"SKU20",40,4,40,"Kg"
1329502,1087455,"SU002",2017-09-01,2017-09-02,"SKU15",8.64,2,8.64,"Kg"
1329520,1087303,"SU002",2017-09-01,2017-09-02,"SKU17",4.32,1,4.32,"Kg"
1381003,1126860,"SU002",2017-09-02,2017-09-03,"SKU16",439.32,35,439.32,"Kg"
1381004,1126875,"SU004",2017-09-02,2017-09-03,"SKU10",390.6,62,390.6,"Kg"
1381005,1126877,"SU004",2017-09-02,2017-09-03,"SKU10",81.9,13,81.9,"Kg"
1381006,1126876,"SU004",2017-09-02,2017-09-03,"SKU10",25.2,4,25.2,"Kg"
1381061,1126753,"SU003",2017-09-02,2017-09-03,"SKU07",162.4,58,162.4,"Kg"
1381078,1126763,"SU004",2017-09-02,2017-09-03,"SKU08",193.44,31,193.44,"Kg"
1381089,1126782,"SU003",2017-09-02,2017-09-03,"SKU05",99.36,23,23,"Car"
1381125,1126874,"SU002",2017-09-02,2017-09-03,"SKU17",43.2,10,43.2,"Kg"
1381141,1126781,"SU003",2017-09-02,2017-09-03,"SKU14",35.64,6,35.64,"Kg"
1381157,1126780,"SU003",2017-09-02,2017-09-03,"SKU14",23.76,4,23.76,"Kg"
1381159,1126744,"SU001",2017-09-02,2017-09-03,"SKU20",40,4,40,"Kg"
1381164,1126841,"SU002",2017-09-02,2017-09-03,"SKU15",12.96,3,12.96,"Kg"
1381167,1126840,"SU002",2017-09-02,2017-09-03,"SKU15",9.2046,2.1307,9.2046,"Kg"
1381168,1126840,"SU002",2017-09-02,2017-09-03,"SKU15",9,2.0833,9,"Kg"
1381173,1126764,"SU004",2017-09-02,2017-09-03,"SKU08",12.48,2,12.48,"Kg"
1381179,1126840,"SU002",2017-09-02,2017-09-03,"SKU15",7.7155,1.786,7.7155,"Kg"
1427203,1169303,"SU002",2017-09-03,2017-09-04,"SKU04",203.47,108,108,"Car"
1427211,1169356,"SU001",2017-09-03,2017-09-04,"SKU19",6,1,6,"Kg"
1427213,1169289,"SU003",2017-09-03,2017-09-04,"SKU06",426.36,68,426.36,"Kg"
1427261,1169286,"SU003",2017-09-03,2017-09-04,"SKU07",75.6,27,75.6,"Kg"
1427276,1169290,"SU004",2017-09-03,2017-09-04,"SKU08",118.56,19,118.56,"Kg"
1427312,1169191,"SU002",2017-09-03,2017-09-04,"SKU17",38.88,9,38.88,"Kg"
1427313,1169352,"SU002",2017-09-03,2017-09-04,"SKU15",34.56,8,34.56,"Kg"
1427339,1169307,"SU003",2017-09-03,2017-09-04,"SKU14",23.76,4,23.76,"Kg"
1427366,1169326,"SU002",2017-09-03,2017-09-04,"SKU02",22.616,1.8333,1.8333,"Car"
1427375,1169192,"SU002",2017-09-03,2017-09-04,"SKU17",4.32,1,4.32,"Kg"
1441167,1200437,"SU002",2017-09-04,2017-09-05,"SKU16",690.36,55,690.36,"Kg"
1441168,1200462,"SU004",2017-09-04,2017-09-05,"SKU10",403.2,64,403.2,"Kg"
1441169,1200461,"SU004",2017-09-04,2017-09-05,"SKU10",81.9,13,81.9,"Kg"
1441170,1200463,"SU004",2017-09-04,2017-09-05,"SKU10",31.5,5,31.5,"Kg"
1441177,1200305,"SU003",2017-09-04,2017-09-05,"SKU06",463.98,74,463.98,"Kg"
1441180,1200599,"SU004",2017-09-04,2017-09-05,"SKU09",211.68,42,211.68,"Kg"
1441182,1200600,"SU004",2017-09-04,2017-09-05,"SKU09",75.6,15,75.6,"Kg"
1441191,1200558,"SU003",2017-09-04,2017-09-05,"SKU13",72,30,72,"Kg"
1441193,1200559,"SU003",2017-09-04,2017-09-05,"SKU13",21.6,9,21.6,"Kg"
1441201,1200533,"SU001",2017-09-04,2017-09-05,"SKU01",3000,1000,1000,"Car"
1441202,1200533,"SU001",2017-09-04,2017-09-05,"SKU01",3000,1000,1000,"Car"
1441203,1200533,"SU001",2017-09-04,2017-09-05,"SKU01",3000,1000,1000,"Car"
1441204,1200373,"SU002",2017-09-04,2017-09-05,"SKU02",11522,934.01,934.01,"Car"
1441205,1200533,"SU001",2017-09-04,2017-09-05,"SKU01",195,65,65,"Car"
1441206,1200533,"SU001",2017-09-04,2017-09-05,"SKU01",1089,363,363,"Car"
1441251,1200298,"SU003",2017-09-04,2017-09-05,"SKU07",165.2,59,165.2,"Kg"
1441271,1200308,"SU004",2017-09-04,2017-09-05,"SKU08",237.12,38,237.12,"Kg"
1441287,1200330,"SU003",2017-09-04,2017-09-05,"SKU05",116.64,27,27,"Car"
1441335,1200459,"SU002",2017-09-04,2017-09-05,"SKU17",51.84,12,51.84,"Kg"
1441345,1200418,"SU002",2017-09-04,2017-09-05,"SKU15",38.88,9,38.88,"Kg"
1441346,1200331,"SU003",2017-09-04,2017-09-05,"SKU14",53.46,9,53.46,"Kg"
1441379,1200332,"SU003",2017-09-04,2017-09-05,"SKU14",29.7,5,29.7,"Kg"
1441408,1200598,"SU001",2017-09-04,2017-09-05,"SKU20",30,3,30,"Kg"
1441412,1200460,"SU002",2017-09-04,2017-09-05,"SKU17",12.96,3,12.96,"Kg"
1441421,1200309,"SU004",2017-09-04,2017-09-05,"SKU08",12.48,2,12.48,"Kg"
1441430,1200333,"SU003",2017-09-04,2017-09-05,"SKU14",5.94,1,5.94,"Kg"
1482677,1205295,"SU001",2017-09-05,2017-09-06,"SKU19",6,1,6,"Kg"
1482687,1205264,"SU004",2017-09-05,2017-09-06,"SKU08",131.04,21,131.04,"Kg"
1482714,1205278,"SU002",2017-09-05,2017-09-06,"SKU02",12336.1904761905,1000,1000,"Car"
1482721,1205278,"SU002",2017-09-05,2017-09-06,"SKU02",616.809523809525,50,50,"Car"
1482739,1205303,"SU002",2017-09-05,2017-09-06,"SKU17",25.92,6,25.92,"Kg"
1482747,1205304,"SU002",2017-09-05,2017-09-06,"SKU17",4.32,1,4.32,"Kg"
1482751,1205305,"SU002",2017-09-05,2017-09-06,"SKU17",4.32,1,4.32,"Kg"
1540116,1247038,"SU003",2017-09-06,2017-09-07,"SKU07",92.4,33,92.4,"Kg"
1598323,1293390,"SU002",2017-09-07,2017-09-08,"SKU16",514.63,41,514.63,"Kg"
1598324,1293411,"SU004",2017-09-07,2017-09-08,"SKU10",189,30,189,"Kg"
1598325,1293412,"SU004",2017-09-07,2017-09-08,"SKU10",69.3,11,69.3,"Kg"
1598330,1293560,"SU003",2017-09-07,2017-09-08,"SKU06",451.44,72,451.44,"Kg"
1598333,1293542,"SU004",2017-09-07,2017-09-08,"SKU09",241.92,48,241.92,"Kg"
1598334,1293543,"SU004",2017-09-07,2017-09-08,"SKU09",75.6,15,75.6,"Kg"
1598339,1293486,"SU001",2017-09-07,2017-09-08,"SKU01",2939.7,979.9,979.9,"Car"
1598385,1293563,"SU004",2017-09-07,2017-09-08,"SKU08",318.24,51,318.24,"Kg"
1598417,1293589,"SU003",2017-09-07,2017-09-08,"SKU05",120.96,28,28,"Car"
1598432,1293588,"SU003",2017-09-07,2017-09-08,"SKU05",95.04,22,22,"Car"
1598442,1293509,"SU003",2017-09-07,2017-09-08,"SKU13",45.6,19,45.6,"Kg"
1598452,1293590,"SU003",2017-09-07,2017-09-08,"SKU14",89.1,15,89.1,"Kg"
1598463,1293408,"SU002",2017-09-07,2017-09-08,"SKU17",56.16,13,56.16,"Kg"
1598482,1293510,"SU003",2017-09-07,2017-09-08,"SKU13",24,10,24,"Kg"
1598483,1293366,"SU002",2017-09-07,2017-09-08,"SKU15",38.88,9,38.88,"Kg"
1598521,1293591,"SU003",2017-09-07,2017-09-08,"SKU14",29.7,5,29.7,"Kg"
1598522,1293367,"SU002",2017-09-07,2017-09-08,"SKU15",21.6,5,21.6,"Kg"
1598527,1293410,"SU002",2017-09-07,2017-09-08,"SKU17",17.28,4,17.28,"Kg"
1598555,1293486,"SU001",2017-09-07,2017-09-08,"SKU01",7,2.3333,2.3333,"Car"
1598558,1293564,"SU004",2017-09-07,2017-09-08,"SKU08",12.48,2,12.48,"Kg"
1598577,1293409,"SU002",2017-09-07,2017-09-08,"SKU17",4.32,1,4.32,"Kg"
1598586,1293592,"SU003",2017-09-07,2017-09-08,"SKU14",5.94,1,5.94,"Kg"
1598589,1293486,"SU001",2017-09-07,2017-09-08,"SKU01",2.5,0.83333,0.83333,"Car"
1598590,1293486,"SU001",2017-09-07,2017-09-08,"SKU01",1.5,0.5,0.5,"Car"
1651226,1340256,"SU001",2017-09-08,2017-09-09,"SKU19",6,1,6,"Kg"
1651227,1340276,"SU002",2017-09-08,2017-09-09,"SKU16",891.19,71,891.19,"Kg"
1651228,1340285,"SU004",2017-09-08,2017-09-09,"SKU10",365.4,58,365.4,"Kg"
1651229,1340277,"SU002",2017-09-08,2017-09-09,"SKU16",12.552,1,12.552,"Kg"
1651256,1340219,"SU002",2017-09-08,2017-09-09,"SKU02",12335.6573705179,1000,1000,"Car"
1651319,1340286,"SU002",2017-09-08,2017-09-09,"SKU17",34.56,8,34.56,"Kg"
1651345,1340219,"SU002",2017-09-08,2017-09-09,"SKU02",49.3426294820711,4,4,"Car"
1704964,1384456,"SU002",2017-09-09,2017-09-10,"SKU04",60.288,32,32,"Car"
1704966,1384411,"SU001",2017-09-09,2017-09-10,"SKU20",10,1,10,"Kg"
1704971,1384275,"SU002",2017-09-09,2017-09-10,"SKU16",527.18,42,527.18,"Kg"
1704972,1384292,"SU004",2017-09-09,2017-09-10,"SKU10",346.5,55,346.5,"Kg"
1704974,1384413,"SU004",2017-09-09,2017-09-10,"SKU09",211.68,42,211.68,"Kg"
1704977,1384379,"SU004",2017-09-09,2017-09-10,"SKU11",58.032,31,58.032,"Kg"
1704988,1384385,"SU002",2017-09-09,2017-09-10,"SKU03",1440,480,480,"Car"
1705029,1384427,"SU003",2017-09-09,2017-09-10,"SKU07",145.6,52,145.6,"Kg"
1705045,1384460,"SU003",2017-09-09,2017-09-10,"SKU05",142.56,33,33,"Car"
1705066,1384459,"SU003",2017-09-09,2017-09-10,"SKU05",86.4,20,20,"Car"
1705104,1384428,"SU003",2017-09-09,2017-09-10,"SKU07",30.576,10.92,30.576,"Kg"
1705109,1384426,"SU003",2017-09-09,2017-09-10,"SKU07",25.2,9,25.2,"Kg"
1705119,1384385,"SU002",2017-09-09,2017-09-10,"SKU03",21.5,7.1666,7.1666,"Car"
1705137,1384428,"SU003",2017-09-09,2017-09-10,"SKU07",11.424,4.08,11.424,"Kg"
1705150,1384410,"SU001",2017-09-09,2017-09-10,"SKU20",30,3,30,"Kg"
1705158,1384253,"SU002",2017-09-09,2017-09-10,"SKU15",9.5688,2.215,9.5688,"Kg"
1705168,1384253,"SU002",2017-09-09,2017-09-10,"SKU15",6,1.3889,6,"Kg"
1705184,1384253,"SU002",2017-09-09,2017-09-10,"SKU15",3.36,0.77778,3.36,"Kg"
1705187,1384253,"SU002",2017-09-09,2017-09-10,"SKU15",0.72,0.16667,0.72,"Kg"
1749875,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",138.9,73.726,73.726,"Car"
1749878,1432650,"SU001",2017-09-10,2017-09-11,"SKU19",6,1,6,"Kg"
1749879,1432666,"SU002",2017-09-10,2017-09-11,"SKU16",426.77,34,426.77,"Kg"
1749881,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",150.64,79.956,79.956,"Car"
1749882,1432636,"SU003",2017-09-10,2017-09-11,"SKU12",83.1601899947224,45,83.1601899947224,"Kg"
1749897,1432766,"SU004",2017-09-10,2017-09-11,"SKU11",134.78,71.998,134.78,"Kg"
1749898,1432568,"SU003",2017-09-10,2017-09-11,"SKU06",413.82,66,413.82,"Kg"
1749901,1432569,"SU003",2017-09-10,2017-09-11,"SKU06",382.47,61,382.47,"Kg"
1749912,1432556,"SU004",2017-09-10,2017-09-11,"SKU09",206.64,41,206.64,"Kg"
1749930,1432636,"SU003",2017-09-10,2017-09-11,"SKU12",49.8998100052776,27.002,49.8998100052776,"Kg"
1749937,1432531,"SU003",2017-09-10,2017-09-11,"SKU13",52.8,22,52.8,"Kg"
1749951,1432685,"SU002",2017-09-10,2017-09-11,"SKU17",69.12,16,69.12,"Kg"
1749978,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",13.456,7.142,7.142,"Car"
1749994,1432589,"SU003",2017-09-10,2017-09-11,"SKU14",29.7,5,29.7,"Kg"
1749999,1432643,"SU002",2017-09-10,2017-09-11,"SKU15",21.6,5,21.6,"Kg"
1750010,1432687,"SU002",2017-09-10,2017-09-11,"SKU17",17.28,4,17.28,"Kg"
1750034,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",3.5007,1.8581,1.8581,"Car"
1750035,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",2.512,1.3333,1.3333,"Car"
1750036,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",1.884,1,1,"Car"
1750051,1432686,"SU002",2017-09-10,2017-09-11,"SKU17",4.32,1,4.32,"Kg"
1750052,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",1.256,0.66667,0.66667,"Car"
1750053,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",0.314,0.16667,0.16667,"Car"
1750054,1432586,"SU002",2017-09-10,2017-09-11,"SKU04",0.314,0.16667,0.16667,"Car"
1764219,1466525,"SU004",2017-09-11,2017-09-12,"SKU09",226.8,45,226.8,"Kg"
1764241,1466603,"SU002",2017-09-11,2017-09-12,"SKU02",12335.931410756,1000,1000,"Car"
1764246,1466603,"SU002",2017-09-11,2017-09-12,"SKU02",1591.33515198753,129,129,"Car"
1764253,1466603,"SU002",2017-09-11,2017-09-12,"SKU02",1899.73343725643,154,154,"Car"
1764278,1466543,"SU004",2017-09-11,2017-09-12,"SKU08",374.4,60,374.4,"Kg"
1764285,1466534,"SU003",2017-09-11,2017-09-12,"SKU07",140,50,140,"Kg"
1764292,1466574,"SU003",2017-09-11,2017-09-12,"SKU05",168.48,39,39,"Car"
1764308,1466798,"SU003",2017-09-11,2017-09-12,"SKU13",72,30,72,"Kg"
1764334,1466535,"SU003",2017-09-11,2017-09-12,"SKU07",53.2,19,53.2,"Kg"
1764345,1466489,"SU002",2017-09-11,2017-09-12,"SKU03",45,15,15,"Car"
1764360,1466545,"SU004",2017-09-11,2017-09-12,"SKU08",68.64,11,68.64,"Kg"
1764363,1466571,"SU003",2017-09-11,2017-09-12,"SKU14",65.34,11,65.34,"Kg"
1764368,1466536,"SU003",2017-09-11,2017-09-12,"SKU07",25.2,9,25.2,"Kg"
1764370,1466685,"SU002",2017-09-11,2017-09-12,"SKU17",38.88,9,38.88,"Kg"
1764371,1466644,"SU002",2017-09-11,2017-09-12,"SKU15",34.56,8,34.56,"Kg"
1764391,1466643,"SU002",2017-09-11,2017-09-12,"SKU15",30.24,7,30.24,"Kg"
1764395,1466572,"SU003",2017-09-11,2017-09-12,"SKU14",41.58,7,41.58,"Kg"
1764398,1466768,"SU001",2017-09-11,2017-09-12,"SKU01",18,6,6,"Car"
1764440,1466544,"SU004",2017-09-11,2017-09-12,"SKU08",12.48,2,12.48,"Kg"
1764446,1466524,"SU001",2017-09-11,2017-09-12,"SKU20",20,2,20,"Kg"
1764464,1466573,"SU003",2017-09-11,2017-09-12,"SKU14",5.94,1,5.94,"Kg"
1801215,1471507,"SU004",2017-09-12,2017-09-13,"SKU10",422.1,67,422.1,"Kg"
1801216,1471567,"SU003",2017-09-12,2017-09-13,"SKU06",514.14,82,514.14,"Kg"
1801222,1471578,"SU003",2017-09-12,2017-09-13,"SKU05",25.92,6,6,"Car"
1801254,1471579,"SU003",2017-09-12,2017-09-13,"SKU14",35.64,6,35.64,"Kg"
1851355,1512703,"SU001",2017-09-13,2017-09-14,"SKU01",2997,999,999,"Car"
1851356,1512703,"SU001",2017-09-13,2017-09-14,"SKU01",3000,1000,1000,"Car"
1851357,1512703,"SU001",2017-09-13,2017-09-14,"SKU01",3000,1000,1000,"Car"
1851358,1512703,"SU001",2017-09-13,2017-09-14,"SKU01",657.599999999999,219.2,219.2,"Car"
1851386,1512757,"SU004",2017-09-13,2017-09-14,"SKU08",212.16,34,212.16,"Kg"
1851419,1512759,"SU004",2017-09-13,2017-09-14,"SKU08",68.64,11,68.64,"Kg"
1851435,1512773,"SU003",2017-09-13,2017-09-14,"SKU14",47.52,8,47.52,"Kg"
1851476,1512758,"SU004",2017-09-13,2017-09-14,"SKU08",12.48,2,12.48,"Kg"
1851478,1512774,"SU003",2017-09-13,2017-09-14,"SKU14",5.94,1,5.94,"Kg"
1900916,1557035,"SU004",2017-09-14,2017-09-15,"SKU09",246.96,49,246.96,"Kg"
1900946,1557090,"SU002",2017-09-14,2017-09-15,"SKU02",12336.1603700848,1000,1000,"Car"
1900951,1557090,"SU002",2017-09-14,2017-09-15,"SKU02",851.195065535852,69,69,"Car"
1900956,1557090,"SU002",2017-09-14,2017-09-15,"SKU02",222.050886661527,18,18,"Car"
1900958,1557090,"SU002",2017-09-14,2017-09-15,"SKU02",2590.59367771781,210,210,"Car"
1901003,1557043,"SU003",2017-09-14,2017-09-15,"SKU07",61.6,22,61.6,"Kg"
1901006,1557042,"SU003",2017-09-14,2017-09-15,"SKU07",58.8,21,58.8,"Kg"
1901007,1557049,"SU004",2017-09-14,2017-09-15,"SKU08",131.04,21,131.04,"Kg"
1901013,1557069,"SU003",2017-09-14,2017-09-15,"SKU14",106.92,18,106.92,"Kg"
1901038,1556939,"SU002",2017-09-14,2017-09-15,"SKU17",43.2,10,43.2,"Kg"
1901039,1557127,"SU002",2017-09-14,2017-09-15,"SKU15",43.2,10,43.2,"Kg"
1901040,1557044,"SU003",2017-09-14,2017-09-15,"SKU07",25.2,9,25.2,"Kg"
1901064,1556938,"SU002",2017-09-14,2017-09-15,"SKU17",17.28,4,17.28,"Kg"
1901097,1556940,"SU002",2017-09-14,2017-09-15,"SKU17",4.32,1,4.32,"Kg"
1947370,1600487,"SU001",2017-09-15,2017-09-16,"SKU19",18,3,18,"Kg"
1947371,1600516,"SU004",2017-09-15,2017-09-16,"SKU10",453.6,72,453.6,"Kg"
1947378,1600605,"SU004",2017-09-15,2017-09-16,"SKU11",63.648,34,63.648,"Kg"
1947389,1600418,"SU004",2017-09-15,2017-09-16,"SKU08",124.8,20,124.8,"Kg"
1947392,1600479,"SU002",2017-09-15,2017-09-16,"SKU15",62.817,14.541,62.817,"Kg"
1947396,1600411,"SU003",2017-09-15,2017-09-16,"SKU07",50.4,18,50.4,"Kg"
1947398,1600431,"SU003",2017-09-15,2017-09-16,"SKU14",41.58,7,41.58,"Kg"
1947399,1600515,"SU002",2017-09-15,2017-09-16,"SKU17",30.24,7,30.24,"Kg"
1947518,1600479,"SU002",2017-09-15,2017-09-16,"SKU15",10.143,2.3479,10.143,"Kg"
1947520,1600479,"SU002",2017-09-15,2017-09-16,"SKU15",9.12,2.1111,9.12,"Kg"
1997455,1642934,"SU002",2017-09-16,2017-09-17,"SKU16",389.11,31,389.11,"Kg"
1997456,1642932,"SU002",2017-09-16,2017-09-17,"SKU16",389.11,31,389.11,"Kg"
1997457,1642947,"SU004",2017-09-16,2017-09-17,"SKU10",270.9,43,270.9,"Kg"
1997458,1642948,"SU004",2017-09-16,2017-09-17,"SKU10",25.2,4,25.2,"Kg"
1997460,1642933,"SU002",2017-09-16,2017-09-17,"SKU16",12.552,1,12.552,"Kg"
1997466,1643073,"SU004",2017-09-16,2017-09-17,"SKU09",206.64,41,206.64,"Kg"
1997470,1643042,"SU003",2017-09-16,2017-09-17,"SKU13",46.56,19.4,46.56,"Kg"
1997471,1643043,"SU003",2017-09-16,2017-09-17,"SKU13",21.6,9,21.6,"Kg"
1997472,1643042,"SU003",2017-09-16,2017-09-17,"SKU13",1.44,0.6,1.44,"Kg"
1997482,1643141,"SU002",2017-09-16,2017-09-17,"SKU02",11053,896,896,"Car"
1997548,1643113,"SU003",2017-09-16,2017-09-17,"SKU05",120.96,28,28,"Car"
1997554,1643112,"SU003",2017-09-16,2017-09-17,"SKU05",99.36,23,23,"Car"
1997566,1643082,"SU003",2017-09-16,2017-09-17,"SKU07",53.2,19,53.2,"Kg"
1997587,1643188,"SU002",2017-09-16,2017-09-17,"SKU15",60.48,14,60.48,"Kg"
1997613,1643083,"SU003",2017-09-16,2017-09-17,"SKU07",25.2,9,25.2,"Kg"
1997626,1643110,"SU003",2017-09-16,2017-09-17,"SKU14",41.58,7,41.58,"Kg"
1997638,1643111,"SU003",2017-09-16,2017-09-17,"SKU14",29.7,5,29.7,"Kg"
2041285,1687497,"SU001",2017-09-17,2017-09-18,"SKU20",10,1,10,"Kg"
2041293,1687512,"SU003",2017-09-17,2017-09-18,"SKU06",438.9,70,438.9,"Kg"
2041294,1687513,"SU003",2017-09-17,2017-09-18,"SKU06",382.47,61,382.47,"Kg"
2041300,1687499,"SU004",2017-09-17,2017-09-18,"SKU09",186.48,37,186.48,"Kg"
2041306,1687474,"SU002",2017-09-17,2017-09-18,"SKU03",1833,611,611,"Car"
2041401,1687506,"SU003",2017-09-17,2017-09-18,"SKU07",42,15,42,"Kg"
2041421,1687390,"SU002",2017-09-17,2017-09-18,"SKU17",43.2,10,43.2,"Kg"
2041432,1687587,"SU002",2017-09-17,2017-09-18,"SKU15",34.56,8,34.56,"Kg"
2041437,1687586,"SU002",2017-09-17,2017-09-18,"SKU15",30.24,7,30.24,"Kg"
2041449,1687474,"SU002",2017-09-17,2017-09-18,"SKU03",17,5.6667,5.6667,"Car"
2041501,1687496,"SU001",2017-09-17,2017-09-18,"SKU20",10,1,10,"Kg"
2055281,1715861,"SU003",2017-09-18,2017-09-19,"SKU13",45.6,19,45.6,"Kg"
2055297,1715761,"SU002",2017-09-18,2017-09-19,"SKU17",34.56,8,34.56,"Kg"
2055299,1715762,"SU002",2017-09-18,2017-09-19,"SKU17",4.32,1,4.32,"Kg"
2055310,1715675,"SU002",2017-09-18,2017-09-19,"SKU02",12336.319218241,1000,1000,"Car"
2055315,1715675,"SU002",2017-09-18,2017-09-19,"SKU02",2812.68078175896,228,228,"Car"
2055347,1715934,"SU002",2017-09-18,2017-09-19,"SKU04",69.7074863658899,37,37,"Car"
2055363,1715917,"SU004",2017-09-18,2017-09-19,"SKU08",312,50,312,"Kg"
2055384,1715934,"SU002",2017-09-18,2017-09-19,"SKU04",55.6925136341101,29.561,29.561,"Car"
2055386,1715942,"SU003",2017-09-18,2017-09-19,"SKU05",125.28,29,29,"Car"
2055422,1715941,"SU003",2017-09-18,2017-09-19,"SKU05",60.48,14,14,"Car"
2055438,1715919,"SU004",2017-09-18,2017-09-19,"SKU08",68.64,11,68.64,"Kg"
2055456,1715943,"SU003",2017-09-18,2017-09-19,"SKU14",47.52,8,47.52,"Kg"
2055513,1715835,"SU001",2017-09-18,2017-09-19,"SKU01",9,3,3,"Car"
2055514,1715944,"SU003",2017-09-18,2017-09-19,"SKU14",17.82,3,17.82,"Kg"
2055532,1715918,"SU004",2017-09-18,2017-09-19,"SKU08",12.48,2,12.48,"Kg"
2055537,1715934,"SU002",2017-09-18,2017-09-19,"SKU04",2.512,1.3333,1.3333,"Car"
2055540,1715894,"SU001",2017-09-18,2017-09-19,"SKU20",10,1,10,"Kg"
2058767,1717068,"SU003",2017-09-19,2017-09-20,"SKU06",539.22,86,539.22,"Kg"
2058768,1717060,"SU004",2017-09-19,2017-09-20,"SKU09",191.52,38,191.52,"Kg"
2058769,1717061,"SU004",2017-09-19,2017-09-20,"SKU09",95.76,19,95.76,"Kg"
