"SoOrderLineId","SoOrderId","SoEnteredDate","SoExpectedDate","SoCustomerId","SoProductId","SoQuantity","SoInKg","SoInCarton","SoUnitCost","SoSalesUnit"
925572,19603,2017-08-27,2017-08-27,"CUS008","SKU20",10,10,1,37610.7857142857,"Kg"
925578,19604,2017-08-24,2017-08-24,"CUS010","SKU15",4.32,4.32,1,37440.25,"Kg"
925587,19604,2017-08-24,2017-08-24,"CUS010","SKU20",10,10,1,37610.7857142857,"Kg"
925616,19604,2017-08-24,2017-08-24,"CUS010","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
925642,19604,2017-08-24,2017-08-24,"CUS010","SKU14",5.94,5.94,1,27312.7555555556,"Kg"
925649,19604,2017-08-24,2017-08-24,"CUS010","SKU09",10.08,10.08,2,172811.983870968,"Kg"
925682,19604,2017-08-24,2017-08-24,"CUS010","SKU16",12.552,12.552,1,15871.78125,"Kg"
925693,19604,2017-08-24,2017-08-24,"CUS010","SKU17",4.32,4.32,1,38995.5476190476,"Kg"
925698,19607,2017-08-27,2017-08-27,"CUS006","SKU09",40.32,40.32,8,172811.983870968,"Kg"
925699,19607,2017-08-27,2017-08-27,"CUS006","SKU07",5.6,5.6,2,48383.0327868852,"Kg"
925713,19607,2017-08-27,2017-08-27,"CUS006","SKU16",25.104,25.104,2,15871.78125,"Kg"
925729,19607,2017-08-27,2017-08-27,"CUS006","SKU10",18.9,18.9,3,25938.6136363636,"Kg"
925768,19607,2017-08-27,2017-08-27,"CUS006","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
925784,19607,2017-08-27,2017-08-27,"CUS006","SKU13",2.4,2.4,1,129717.741935484,"Kg"
925790,19609,2017-08-24,2017-08-24,"CUS039","SKU10",12.6,12.6,2,25938.6136363636,"Kg"
925800,19609,2017-08-24,2017-08-24,"CUS039","SKU09",20.16,20.16,4,172811.983870968,"Kg"
925810,19609,2017-08-24,2017-08-24,"CUS039","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
925821,19609,2017-08-24,2017-08-24,"CUS039","SKU07",2.8,2.8,1,48383.0327868852,"Kg"
925823,19609,2017-08-24,2017-08-24,"CUS039","SKU15",4.32,4.32,1,37440.25,"Kg"
925842,19609,2017-08-24,2017-08-24,"CUS039","SKU13",2.4,2.4,1,129717.741935484,"Kg"
925865,19609,2017-08-24,2017-08-24,"CUS039","SKU17",4.32,4.32,1,38995.5476190476,"Kg"
959724,20325,2017-08-29,2017-08-29,"CUS009","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
959728,20325,2017-08-29,2017-08-29,"CUS009","SKU15",1.92,1.92,0.44444,37440.25,"Kg"
959741,20325,2017-08-29,2017-08-29,"CUS009","SKU17",1.44,1.44,0.33333,38995.5476190476,"Kg"
959748,20325,2017-08-29,2017-08-29,"CUS009","SKU09",1.26,1.26,0.25,172811.983870968,"Kg"
959760,20325,2017-08-29,2017-08-29,"CUS009","SKU14",0.66,0.66,0.11111,27312.7555555556,"Kg"
959919,20328,2017-08-29,2017-08-29,"CUS029","SKU09",6.3,6.3,1.25,172811.983870968,"Kg"
959921,20328,2017-08-29,2017-08-29,"CUS029","SKU08",3.12,3.12,0.5,21307.3684210526,"Kg"
959926,20328,2017-08-29,2017-08-29,"CUS029","SKU05",0.48,0.48,0.11111,27233.1621621622,"Kg"
959991,20328,2017-08-29,2017-08-29,"CUS029","SKU10",1.26,1.26,0.2,25938.6136363636,"Kg"
960000,20328,2017-08-29,2017-08-29,"CUS029","SKU07",1.12,1.12,0.4,48383.0327868852,"Kg"
960005,20328,2017-08-29,2017-08-29,"CUS029","SKU03",3,3,1,12122.1,"Kg"
960008,20328,2017-08-29,2017-08-29,"CUS029","SKU01",12,12,4,12077.5,"Kg"
960025,20328,2017-08-29,2017-08-29,"CUS029","SKU13",9.6,9.6,4,129717.741935484,"Kg"
960040,20328,2017-08-29,2017-08-29,"CUS029","SKU17",0.96,0.96,0.22222,38995.5476190476,"Kg"
960071,20329,2017-08-29,2017-08-29,"CUS020","SKU01",9,9,3,12077.5,"Kg"
960098,20329,2017-08-29,2017-08-29,"CUS020","SKU15",4.32,4.32,1,37440.25,"Kg"
960108,20329,2017-08-29,2017-08-29,"CUS020","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
960163,20330,2017-08-26,2017-08-26,"CUS026","SKU11",1.872,1.872,1,23577.8928571429,"Kg"
960174,20330,2017-08-26,2017-08-26,"CUS026","SKU09",1.26,1.26,0.25,172811.983870968,"Kg"
960188,20330,2017-08-26,2017-08-26,"CUS026","SKU05",0.96,0.96,0.22222,27233.1621621622,"Kg"
960224,20331,2017-08-29,2017-08-29,"CUS028","SKU12",1.848,1.848,1,24372.1538461538,"Kg"
960261,20331,2017-08-29,2017-08-29,"CUS028","SKU05",0.96,0.96,0.22222,27233.1621621622,"Kg"
960306,20331,2017-08-29,2017-08-29,"CUS028","SKU11",1.872,1.872,1,23577.8928571429,"Kg"
960344,20333,2017-08-29,2017-08-29,"CUS025","SKU01",30,30,10,12077.5,"Kg"
960416,20335,2017-08-29,2017-08-29,"CUS003","SKU01",600,600,200,12077.5,"Kg"
960438,20336,2017-08-26,2017-08-26,"CUS037","SKU06",6.27,6.27,1,26073.95,"Kg"
960463,20336,2017-08-26,2017-08-26,"CUS037","SKU09",2.52,2.52,0.5,172811.983870968,"Kg"
960602,20342,2017-08-26,2017-08-26,"CUS013","SKU01",180,180,60,12077.5,"Kg"
960608,20342,2017-08-26,2017-08-26,"CUS013","SKU03",120,120,40,12122.1,"Kg"
960646,20344,2017-08-29,2017-08-29,"CUS072","SKU09",5.04,5.04,1,172811.983870968,"Kg"
960648,20345,2017-08-26,2017-08-26,"CUS031","SKU01",60,60,20,12077.5,"Kg"
960649,20345,2017-08-26,2017-08-26,"CUS031","SKU03",150,150,50,12122.1,"Kg"
960652,20345,2017-08-26,2017-08-26,"CUS031","SKU09",25.2,25.2,5,172811.983870968,"Kg"
960661,20346,2017-08-29,2017-08-29,"CUS045","SKU03",30,30,10,12122.1,"Kg"
960672,20346,2017-08-29,2017-08-29,"CUS045","SKU01",30,30,10,12077.5,"Kg"
960700,20347,2017-08-26,2017-08-26,"CUS012","SKU05",17.28,17.28,4,27233.1621621622,"Kg"
960711,20347,2017-08-26,2017-08-26,"CUS012","SKU01",360,360,120,12077.5,"Kg"
960724,20347,2017-08-26,2017-08-26,"CUS012","SKU03",90,90,30,12122.1,"Kg"
960748,20350,2017-08-29,2017-08-29,"CUS074","SKU19",6,6,1,106684.307692308,"Kg"
960761,20350,2017-08-29,2017-08-29,"CUS074","SKU09",10.08,10.08,2,172811.983870968,"Kg"
960813,20355,2017-08-29,2017-08-29,"CUS022","SKU14",5.94,5.94,1,27312.7555555556,"Kg"
960821,20355,2017-08-29,2017-08-29,"CUS022","SKU09",30.24,30.24,6,172811.983870968,"Kg"
960839,20355,2017-08-29,2017-08-29,"CUS022","SKU08",18.72,18.72,3,21307.3684210526,"Kg"
960842,20355,2017-08-29,2017-08-29,"CUS022","SKU02",370.08,370.08,30,12932.4226804124,"Kg"
960845,20355,2017-08-29,2017-08-29,"CUS022","SKU06",6.27,6.27,1,26073.95,"Kg"
960870,20355,2017-08-29,2017-08-29,"CUS022","SKU17",4.32,4.32,1,38995.5476190476,"Kg"
960880,20355,2017-08-29,2017-08-29,"CUS022","SKU07",8.4,8.4,3,48383.0327868852,"Kg"
960885,20355,2017-08-29,2017-08-29,"CUS022","SKU20",10,10,1,37610.7857142857,"Kg"
960905,20355,2017-08-29,2017-08-29,"CUS022","SKU15",4.32,4.32,1,37440.25,"Kg"
960931,20355,2017-08-29,2017-08-29,"CUS022","SKU05",12.96,12.96,3,27233.1621621622,"Kg"
960972,20357,2017-08-29,2017-08-29,"CUS005","SKU02",925.2,925.2,75,12932.4226804124,"Kg"
960980,20357,2017-08-29,2017-08-29,"CUS005","SKU13",2.4,2.4,1,129717.741935484,"Kg"
960981,20357,2017-08-29,2017-08-29,"CUS005","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
960997,20358,2017-08-29,2017-08-29,"CUS004","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
961023,20358,2017-08-29,2017-08-29,"CUS004","SKU06",18.81,18.81,3,26073.95,"Kg"
961049,20358,2017-08-29,2017-08-29,"CUS004","SKU07",5.6,5.6,2,48383.0327868852,"Kg"
961081,20358,2017-08-29,2017-08-29,"CUS004","SKU13",9.6,9.6,4,129717.741935484,"Kg"
961087,20358,2017-08-29,2017-08-29,"CUS004","SKU09",10.08,10.08,2,172811.983870968,"Kg"
961103,20358,2017-08-29,2017-08-29,"CUS004","SKU16",25.104,25.104,2,15871.78125,"Kg"
961115,20360,2017-08-29,2017-08-29,"CUS027","SKU02",1838.1,1838.1,149,12932.4226804124,"Kg"
961133,20360,2017-08-29,2017-08-29,"CUS027","SKU16",12.552,12.552,1,15871.78125,"Kg"
961141,20360,2017-08-29,2017-08-29,"CUS027","SKU09",20.16,20.16,4,172811.983870968,"Kg"
961151,20360,2017-08-29,2017-08-29,"CUS027","SKU17",8.64,8.64,2,38995.5476190476,"Kg"
961161,20360,2017-08-29,2017-08-29,"CUS027","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
961166,20361,2017-08-26,2017-08-26,"CUS001","SKU06",62.7,62.7,10,26073.95,"Kg"
961167,20361,2017-08-26,2017-08-26,"CUS001","SKU10",63,63,10,25938.6136363636,"Kg"
961184,20361,2017-08-26,2017-08-26,"CUS001","SKU14",11.88,11.88,2,27312.7555555556,"Kg"
961208,20361,2017-08-26,2017-08-26,"CUS001","SKU15",8.64,8.64,2,37440.25,"Kg"
961224,20361,2017-08-26,2017-08-26,"CUS001","SKU16",125.52,125.52,10,15871.78125,"Kg"
961248,20361,2017-08-26,2017-08-26,"CUS001","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
961259,20361,2017-08-26,2017-08-26,"CUS001","SKU17",8.64,8.64,2,38995.5476190476,"Kg"
961271,20361,2017-08-26,2017-08-26,"CUS001","SKU05",8.64,8.64,2,27233.1621621622,"Kg"
961275,20361,2017-08-26,2017-08-26,"CUS001","SKU02",925.2,925.2,75,12932.4226804124,"Kg"
961317,20362,2017-08-29,2017-08-29,"CUS007","SKU10",18.9,18.9,3,25938.6136363636,"Kg"
961318,20362,2017-08-29,2017-08-29,"CUS007","SKU02",1850.4,1850.4,150,12932.4226804124,"Kg"
961356,20362,2017-08-29,2017-08-29,"CUS007","SKU14",5.94,5.94,1,27312.7555555556,"Kg"
961370,20362,2017-08-29,2017-08-29,"CUS007","SKU09",20.16,20.16,4,172811.983870968,"Kg"
961380,20362,2017-08-29,2017-08-29,"CUS007","SKU07",22.4,22.4,8,48383.0327868852,"Kg"
961384,20362,2017-08-29,2017-08-29,"CUS007","SKU01",3,3,1,12077.5,"Kg"
961394,20362,2017-08-29,2017-08-29,"CUS007","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
961402,20362,2017-08-29,2017-08-29,"CUS007","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
961412,20362,2017-08-29,2017-08-29,"CUS007","SKU13",4.8,4.8,2,129717.741935484,"Kg"
961420,20363,2017-08-26,2017-08-26,"CUS082","SKU19",12,12,2,106684.307692308,"Kg"
961421,20363,2017-08-26,2017-08-26,"CUS082","SKU15",8.64,8.64,2,37440.25,"Kg"
961438,20364,2017-08-26,2017-08-26,"CUS036","SKU09",5.04,5.04,1,172811.983870968,"Kg"
961447,20364,2017-08-26,2017-08-26,"CUS036","SKU16",25.104,25.104,2,15871.78125,"Kg"
961448,20364,2017-08-26,2017-08-26,"CUS036","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
961452,20364,2017-08-26,2017-08-26,"CUS036","SKU02",37.008,37.008,3,12932.4226804124,"Kg"
961462,20364,2017-08-26,2017-08-26,"CUS036","SKU07",5.6,5.6,2,48383.0327868852,"Kg"
961483,20364,2017-08-26,2017-08-26,"CUS036","SKU17",4.32,4.32,1,38995.5476190476,"Kg"
961500,20365,2017-08-29,2017-08-29,"CUS014","SKU20",10,10,1,37610.7857142857,"Kg"
961513,20365,2017-08-29,2017-08-29,"CUS014","SKU06",6.27,6.27,1,26073.95,"Kg"
961541,20365,2017-08-29,2017-08-29,"CUS014","SKU09",10.08,10.08,2,172811.983870968,"Kg"
961554,20365,2017-08-29,2017-08-29,"CUS014","SKU07",2.8,2.8,1,48383.0327868852,"Kg"
961556,20365,2017-08-29,2017-08-29,"CUS014","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
961587,20365,2017-08-29,2017-08-29,"CUS014","SKU15",4.32,4.32,1,37440.25,"Kg"
961590,20365,2017-08-29,2017-08-29,"CUS014","SKU02",604.46,604.46,49,12932.4226804124,"Kg"
961599,20365,2017-08-29,2017-08-29,"CUS014","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
961609,20365,2017-08-29,2017-08-29,"CUS014","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
961623,20366,2017-08-29,2017-08-29,"CUS008","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
961640,20366,2017-08-29,2017-08-29,"CUS008","SKU08",18.72,18.72,3,21307.3684210526,"Kg"
961658,20366,2017-08-29,2017-08-29,"CUS008","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
961661,20366,2017-08-29,2017-08-29,"CUS008","SKU17",21.6,21.6,5,38995.5476190476,"Kg"
961665,20366,2017-08-29,2017-08-29,"CUS008","SKU07",2.8,2.8,1,48383.0327868852,"Kg"
961673,20366,2017-08-29,2017-08-29,"CUS008","SKU02",690.82,690.82,56,12932.4226804124,"Kg"
961687,20366,2017-08-29,2017-08-29,"CUS008","SKU14",5.94,5.94,1,27312.7555555556,"Kg"
961690,20366,2017-08-29,2017-08-29,"CUS008","SKU20",10,10,1,37610.7857142857,"Kg"
961699,20366,2017-08-29,2017-08-29,"CUS008","SKU09",10.08,10.08,2,172811.983870968,"Kg"
961744,20367,2017-08-29,2017-08-29,"CUS048","SKU02",197.38,197.38,16,12932.4226804124,"Kg"
961762,20367,2017-08-29,2017-08-29,"CUS048","SKU07",5.6,5.6,2,48383.0327868852,"Kg"
961838,20370,2017-08-26,2017-08-26,"CUS006","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
961866,20370,2017-08-26,2017-08-26,"CUS006","SKU09",25.2,25.2,5,172811.983870968,"Kg"
961887,20370,2017-08-26,2017-08-26,"CUS006","SKU13",2.4,2.4,1,129717.741935484,"Kg"
961888,20370,2017-08-26,2017-08-26,"CUS006","SKU17",8.64,8.64,2,38995.5476190476,"Kg"
961922,20370,2017-08-26,2017-08-26,"CUS006","SKU07",14,14,5,48383.0327868852,"Kg"
961927,20370,2017-08-26,2017-08-26,"CUS006","SKU10",25.2,25.2,4,25938.6136363636,"Kg"
961944,20370,2017-08-26,2017-08-26,"CUS006","SKU16",62.76,62.76,5,15871.78125,"Kg"
961968,20370,2017-08-26,2017-08-26,"CUS006","SKU06",18.81,18.81,3,26073.95,"Kg"
961996,20374,2017-08-29,2017-08-29,"CUS034","SKU09",20.16,20.16,4,172811.983870968,"Kg"
962015,20374,2017-08-29,2017-08-29,"CUS034","SKU10",12.6,12.6,2,25938.6136363636,"Kg"
962035,20374,2017-08-29,2017-08-29,"CUS034","SKU16",25.104,25.104,2,15871.78125,"Kg"
962048,20374,2017-08-29,2017-08-29,"CUS034","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
962084,20374,2017-08-29,2017-08-29,"CUS034","SKU07",5.6,5.6,2,48383.0327868852,"Kg"
962089,20374,2017-08-29,2017-08-29,"CUS034","SKU17",4.32,4.32,1,38995.5476190476,"Kg"
998979,21184,2017-08-30,2017-08-30,"CUS009","SKU03",3,3,1,12122.1,"Kg"
999003,21184,2017-08-30,2017-08-30,"CUS009","SKU19",6,6,1,106684.307692308,"Kg"
999019,21184,2017-08-30,2017-08-30,"CUS009","SKU12",1.848,1.848,1,24372.1538461538,"Kg"
999035,21184,2017-08-30,2017-08-30,"CUS009","SKU11",1.872,1.872,1,23577.8928571429,"Kg"
999046,21184,2017-08-30,2017-08-30,"CUS009","SKU01",3,3,1,12077.5,"Kg"
999047,21184,2017-08-30,2017-08-30,"CUS009","SKU04",1.884,1.884,1,24108.7142857143,"Kg"
999071,21185,2017-08-30,2017-08-30,"CUS015","SKU04",7.536,7.536,4,24108.7142857143,"Kg"
999161,21186,2017-08-30,2017-08-30,"CUS057","SKU06",2.508,2.508,0.4,26073.95,"Kg"
999163,21186,2017-08-30,2017-08-30,"CUS057","SKU05",0.48,0.48,0.11111,27233.1621621622,"Kg"
999216,21188,2017-08-30,2017-08-30,"CUS020","SKU05",1.44,1.44,0.33333,27233.1621621622,"Kg"
999219,21188,2017-08-30,2017-08-30,"CUS020","SKU13",1.2,1.2,0.5,129717.741935484,"Kg"
999259,21189,2017-08-27,2017-08-27,"CUS026","SKU10",2.52,2.52,0.4,25938.6136363636,"Kg"
999323,21190,2017-08-30,2017-08-30,"CUS028","SKU07",0.56,0.56,0.2,48383.0327868852,"Kg"
999339,21190,2017-08-30,2017-08-30,"CUS028","SKU15",3.84,3.84,0.88889,37440.25,"Kg"
999390,21191,2017-08-30,2017-08-30,"CUS059","SKU01",12,12,4,12077.5,"Kg"
999393,21191,2017-08-30,2017-08-30,"CUS059","SKU03",12,12,4,12122.1,"Kg"
999404,21193,2017-08-30,2017-08-30,"CUS025","SKU04",18.84,18.84,10,24108.7142857143,"Kg"
999405,21193,2017-08-30,2017-08-30,"CUS025","SKU03",102,102,34,12122.1,"Kg"
999423,21193,2017-08-30,2017-08-30,"CUS025","SKU01",150,150,50,12077.5,"Kg"
999443,21193,2017-08-30,2017-08-30,"CUS025","SKU12",18.48,18.48,10,24372.1538461538,"Kg"
999448,21193,2017-08-30,2017-08-30,"CUS025","SKU11",18.72,18.72,10,23577.8928571429,"Kg"
999466,21195,2017-08-30,2017-08-30,"CUS063","SKU01",15,15,5,12077.5,"Kg"
999486,21196,2017-08-27,2017-08-27,"CUS003","SKU03",36,36,12,12122.1,"Kg"
999495,21196,2017-08-27,2017-08-27,"CUS003","SKU01",1245,1245,415,12077.5,"Kg"
999518,21196,2017-08-27,2017-08-27,"CUS003","SKU06",31.35,31.35,5,26073.95,"Kg"
999568,21198,2017-08-30,2017-08-30,"CUS024","SKU01",60,60,20,12077.5,"Kg"
999635,21204,2017-08-27,2017-08-27,"CUS045","SKU04",1.884,1.884,1,24108.7142857143,"Kg"
999642,21204,2017-08-27,2017-08-27,"CUS045","SKU12",1.848,1.848,1,24372.1538461538,"Kg"
999644,21204,2017-08-27,2017-08-27,"CUS045","SKU01",30,30,10,12077.5,"Kg"
999649,21205,2017-08-30,2017-08-30,"CUS012","SKU09",5.04,5.04,1,172811.983870968,"Kg"
999707,21209,2017-08-30,2017-08-30,"CUS079","SKU09",7.56,7.56,1.5,172811.983870968,"Kg"
999741,21211,2017-08-30,2017-08-30,"CUS022","SKU09",10.08,10.08,2,172811.983870968,"Kg"
999746,21211,2017-08-30,2017-08-30,"CUS022","SKU06",6.27,6.27,1,26073.95,"Kg"
999783,21211,2017-08-30,2017-08-30,"CUS022","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
999786,21211,2017-08-30,2017-08-30,"CUS022","SKU20",10,10,1,37610.7857142857,"Kg"
999821,21212,2017-08-30,2017-08-30,"CUS005","SKU08",37.44,37.44,6,21307.3684210526,"Kg"
999874,21214,2017-08-30,2017-08-30,"CUS004","SKU10",12.6,12.6,2,25938.6136363636,"Kg"
999876,21214,2017-08-30,2017-08-30,"CUS004","SKU05",8.64,8.64,2,27233.1621621622,"Kg"
999885,21214,2017-08-30,2017-08-30,"CUS004","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
999930,21214,2017-08-30,2017-08-30,"CUS004","SKU06",18.81,18.81,3,26073.95,"Kg"
999935,21214,2017-08-30,2017-08-30,"CUS004","SKU13",7.2,7.2,3,129717.741935484,"Kg"
999941,21215,2017-08-27,2017-08-27,"CUS040","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
999945,21215,2017-08-27,2017-08-27,"CUS040","SKU07",2.8,2.8,1,48383.0327868852,"Kg"
999985,21215,2017-08-27,2017-08-27,"CUS040","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
999997,21215,2017-08-27,2017-08-27,"CUS040","SKU02",61.68,61.68,5,12932.4226804124,"Kg"
1000014,21216,2017-08-30,2017-08-30,"CUS019","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
1000042,21216,2017-08-30,2017-08-30,"CUS019","SKU02",925.2,925.2,75,12932.4226804124,"Kg"
1000044,21216,2017-08-30,2017-08-30,"CUS019","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
1000046,21216,2017-08-30,2017-08-30,"CUS019","SKU13",4.8,4.8,2,129717.741935484,"Kg"
1000092,21217,2017-08-30,2017-08-30,"CUS011","SKU02",234.38,234.38,19,12932.4226804124,"Kg"
1000106,21217,2017-08-30,2017-08-30,"CUS011","SKU09",10.08,10.08,2,172811.983870968,"Kg"
1000112,21217,2017-08-30,2017-08-30,"CUS011","SKU10",12.6,12.6,2,25938.6136363636,"Kg"
1000130,21218,2017-08-30,2017-08-30,"CUS023","SKU01",1797,1797,599,12077.5,"Kg"
1000159,21220,2017-08-30,2017-08-30,"CUS044","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
1000162,21220,2017-08-30,2017-08-30,"CUS044","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
1000164,21220,2017-08-30,2017-08-30,"CUS044","SKU02",234.38,234.38,19,12932.4226804124,"Kg"
1000169,21220,2017-08-30,2017-08-30,"CUS044","SKU13",2.4,2.4,1,129717.741935484,"Kg"
1000208,21221,2017-08-30,2017-08-30,"CUS001","SKU14",11.88,11.88,2,27312.7555555556,"Kg"
1000250,21221,2017-08-30,2017-08-30,"CUS001","SKU15",12.96,12.96,3,37440.25,"Kg"
1000256,21221,2017-08-30,2017-08-30,"CUS001","SKU02",5551.2,5551.2,450,12932.4226804124,"Kg"
1000264,21221,2017-08-30,2017-08-30,"CUS001","SKU01",6,6,2,12077.5,"Kg"
1000271,21221,2017-08-30,2017-08-30,"CUS001","SKU17",8.64,8.64,2,38995.5476190476,"Kg"
1000283,21221,2017-08-30,2017-08-30,"CUS001","SKU06",94.05,94.05,15,26073.95,"Kg"
1000286,21221,2017-08-30,2017-08-30,"CUS001","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
1000295,21221,2017-08-30,2017-08-30,"CUS001","SKU10",94.5,94.5,15,25938.6136363636,"Kg"
1000298,21221,2017-08-30,2017-08-30,"CUS001","SKU16",276.14,276.14,22,15871.78125,"Kg"
1000338,21221,2017-08-30,2017-08-30,"CUS001","SKU08",18.72,18.72,3,21307.3684210526,"Kg"
1000341,21222,2017-08-30,2017-08-30,"CUS078","SKU15",25.92,25.92,6,37440.25,"Kg"
1000346,21223,2017-08-30,2017-08-30,"CUS036","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
1000361,21223,2017-08-30,2017-08-30,"CUS036","SKU16",25.104,25.104,2,15871.78125,"Kg"
1000366,21223,2017-08-30,2017-08-30,"CUS036","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
1000367,21223,2017-08-30,2017-08-30,"CUS036","SKU02",49.344,49.344,4,12932.4226804124,"Kg"
1000381,21224,2017-08-30,2017-08-30,"CUS041","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
1000394,21224,2017-08-30,2017-08-30,"CUS041","SKU06",6.27,6.27,1,26073.95,"Kg"
1000421,21224,2017-08-30,2017-08-30,"CUS041","SKU10",6.3,6.3,1,25938.6136363636,"Kg"
1000440,21224,2017-08-30,2017-08-30,"CUS041","SKU17",8.64,8.64,2,38995.5476190476,"Kg"
1000449,21224,2017-08-30,2017-08-30,"CUS041","SKU20",10,10,1,37610.7857142857,"Kg"
1000453,21224,2017-08-30,2017-08-30,"CUS041","SKU16",12.552,12.552,1,15871.78125,"Kg"
1000460,21225,2017-08-30,2017-08-30,"CUS014","SKU07",2.8,2.8,1,48383.0327868852,"Kg"
1000464,21225,2017-08-30,2017-08-30,"CUS014","SKU06",6.27,6.27,1,26073.95,"Kg"
1000497,21225,2017-08-30,2017-08-30,"CUS014","SKU16",12.552,12.552,1,15871.78125,"Kg"
1000510,21225,2017-08-30,2017-08-30,"CUS014","SKU02",160.37,160.37,13,12932.4226804124,"Kg"
1000514,21225,2017-08-30,2017-08-30,"CUS014","SKU10",25.2,25.2,4,25938.6136363636,"Kg"
1000520,21225,2017-08-30,2017-08-30,"CUS014","SKU09",5.04,5.04,1,172811.983870968,"Kg"
1000545,21226,2017-08-30,2017-08-30,"CUS008","SKU08",12.48,12.48,2,21307.3684210526,"Kg"
1000550,21226,2017-08-30,2017-08-30,"CUS008","SKU05",8.64,8.64,2,27233.1621621622,"Kg"
1000555,21226,2017-08-30,2017-08-30,"CUS008","SKU07",2.8,2.8,1,48383.0327868852,"Kg"
1000575,21226,2017-08-30,2017-08-30,"CUS008","SKU20",20,20,2,37610.7857142857,"Kg"
1000584,21226,2017-08-30,2017-08-30,"CUS008","SKU16",37.656,37.656,3,15871.78125,"Kg"
1000594,21226,2017-08-30,2017-08-30,"CUS008","SKU02",764.83,764.83,62,12932.4226804124,"Kg"
1000606,21226,2017-08-30,2017-08-30,"CUS008","SKU14",5.94,5.94,1,27312.7555555556,"Kg"
1000610,21226,2017-08-30,2017-08-30,"CUS008","SKU10",18.9,18.9,3,25938.6136363636,"Kg"
1000625,21226,2017-08-30,2017-08-30,"CUS008","SKU09",10.08,10.08,2,172811.983870968,"Kg"
1000629,21226,2017-08-30,2017-08-30,"CUS008","SKU17",4.32,4.32,1,38995.5476190476,"Kg"
1000646,21226,2017-08-30,2017-08-30,"CUS008","SKU06",25.08,25.08,4,26073.95,"Kg"
1000654,21227,2017-08-30,2017-08-30,"CUS010","SKU05",4.32,4.32,1,27233.1621621622,"Kg"
1000661,21227,2017-08-30,2017-08-30,"CUS010","SKU16",25.104,25.104,2,15871.78125,"Kg"
1000679,21227,2017-08-30,2017-08-30,"CUS010","SKU07",28,28,10,48383.0327868852,"Kg"
1000705,21227,2017-08-30,2017-08-30,"CUS010","SKU06",6.27,6.27,1,26073.95,"Kg"
1000721,21227,2017-08-30,2017-08-30,"CUS010","SKU02",271.39,271.39,22,12932.4226804124,"Kg"
1000723,21227,2017-08-30,2017-08-30,"CUS010","SKU08",43.68,43.68,7,21307.3684210526,"Kg"
1000738,21227,2017-08-30,2017-08-30,"CUS010","SKU09",5.04,5.04,1,172811.983870968,"Kg"
1000748,21227,2017-08-30,2017-08-30,"CUS010","SKU17",17.28,17.28,4,38995.5476190476,"Kg"
1000771,21227,2017-08-30,2017-08-30,"CUS010","SKU10",18.9,18.9,3,25938.6136363636,"Kg"
1000785,21230,2017-08-30,2017-08-30,"CUS006","SKU10",18.9,18.9,3,25938.6136363636,"Kg"
1000787,21230,2017-08-30,2017-08-30,"CUS006","SKU08",6.24,6.24,1,21307.3684210526,"Kg"
1000793,21230,2017-08-30,2017-08-30,"CUS006","SKU17",8.64,8.64,2,38995.5476190476,"Kg"
1000808,21230,2017-08-30,2017-08-30,"CUS006","SKU16",25.104,25.104,2,15871.78125,"Kg"
1000851,21230,2017-08-30,2017-08-30,"CUS006","SKU13",2.4,2.4,1,129717.741935484,"Kg"
1000857,21230,2017-08-30,2017-08-30,"CUS006","SKU02",123.36,123.36,10,12932.4226804124,"Kg"
1000859,21230,2017-08-30,2017-08-30,"CUS006","SKU15",8.64,8.64,2,37440.25,"Kg"
1000914,21231,2017-08-27,2017-08-27,"CUS043","SKU02",616.8,616.8,50,12932.4226804124,"Kg"
